ticker,n_days,coverage,kept
CCU,252,1.0,True
CDC,252,1.0,True
CDE,252,1.0,True
CDIO,252,1.0,True
CDL,252,1.0,True
CDLR,252,1.0,True
CDLXEUR,0,0.0,False
CDNA,252,1.0,True
CDNL,75,0.2976190476190476,False
CDNS,252,1.0,True
CDP,252,1.0,True
CDRE,252,1.0,True
CDW,252,1.0,True
CDX,252,1.0,True
CDXS,252,1.0,True
CDZI,252,1.0,True
CE,252,1.0,True
CECO,252,1.0,True
CEF,252,1.0,True
CEFS,252,1.0,True
CEG,252,1.0,True
CELC,252,1.0,True
CELH,252,1.0,True
CELU,252,1.0,True
CEMB,252,1.0,True
CENT,252,1.0,True
CENTA,252,1.0,True
CENX,252,1.0,True
CEPI,252,1.0,True
CEPU,252,1.0,True
CERS,252,1.0,True
CERT,252,1.0,True
CERY,252,1.0,True
CET,252,1.0,True
CEV,252,1.0,True
CEVA,252,1.0,True
CEW,252,1.0,True
CF,252,1.0,True
CFA,252,1.0,True
CFBK,252,1.0,True
CFFI,252,1.0,True
CFFN,252,1.0,True
CFG,252,1.0,True
CFO,252,1.0,True
CFR,252,1.0,True
CG,252,1.0,True
CGAU,252,1.0,True
CGBD,252,1.0,True
CGBL,252,1.0,True
CGC,252,1.0,True
CGCB,252,1.0,True
CGCP,252,1.0,True
CGCV,252,1.0,True
CGDG,252,1.0,True
CGDV,252,1.0,True
CGEM,252,1.0,True
CGGE,252,1.0,True
CGGO,252,1.0,True
CGGR,252,1.0,True
CGHM,252,1.0,True
CGIB,252,1.0,True
CGIC,252,1.0,True
CGIE,252,1.0,True
CGMM,252,1.0,True
CGMS,252,1.0,True
CGMU,252,1.0,True
CGNG,252,1.0,True
CGNX,252,1.0,True
CGO,252,1.0,True
CGON,252,1.0,True
CGSD,252,1.0,True
CGSM,252,1.0,True
CGTX,252,1.0,True
CGUI,252,1.0,True
CGUS,252,1.0,True
CGVV,191,0.7579365079365079,False
CGW,252,1.0,True
CGXU,252,1.0,True
CHA,238,0.9444444444444444,True
CHAT,252,1.0,True
CHAU,252,1.0,True
CHCI,252,1.0,True
CHCO,252,1.0,True
CHCT,252,1.0,True
CHD,252,1.0,True
CHDN,252,1.0,True
CHE,252,1.0,True
CHEF,252,1.0,True
CHGG,252,1.0,True
CHGX,252,1.0,True
CHH,252,1.0,True
CHI,252,1.0,True
CHIQ,252,1.0,True
CHMG,252,1.0,True
CHMI,252,1.0,True
CHPT,252,1.0,True
CHPX,124,0.49206349206349204,False
CHRD,252,1.0,True
CHRS,252,1.0,True
CHRW,252,1.0,True
CHT,252,1.0,True
CHTR,252,1.0,True
CHW,252,1.0,True
CHWY,252,1.0,True
CHYM,200,0.7936507936507936,False
CI,252,1.0,True
CIA,252,1.0,True
CIB,252,1.0,True
CIBR,252,1.0,True
CIEN,252,1.0,True
CIFR,252,1.0,True
CIFU,87,0.34523809523809523,False
CIG,252,1.0,True
CIGI,252,1.0,True
CII,252,1.0,True
CIK,252,1.0,True
CIM,252,1.0,True
CINF,252,1.0,True
CING,252,1.0,True
CION,252,1.0,True
CIRC,252,1.0,True
CITR,79,0.3134920634920635,False
CIVB,252,1.0,True
CIX,252,1.0,True
CKX,252,1.0,True
CL,252,1.0,True
CLAR,252,1.0,True
CLB,252,1.0,True
CLDT,252,1.0,True
CLDX,252,1.0,True
CLF,252,1.0,True
CLFD,252,1.0,True
CLH,252,1.0,True
CLIP,252,1.0,True
CLIX,252,1.0,True
CLM,252,1.0,True
CLMB,252,1.0,True
CLMT,252,1.0,True
CLNE,252,1.0,True
CLOA,252,1.0,True
CLOI,252,1.0,True
CLOU,252,1.0,True
CLOV,252,1.0,True
CLOX,252,1.0,True
CLOZ,252,1.0,True
CLPR,252,1.0,True
CLPT,252,1.0,True
CLS,252,1.0,True
CLSK,252,1.0,True
CLST,252,1.0,True
CLSX,135,0.5357142857142857,False
CLW,252,1.0,True
CLX,252,1.0,True
CLYM,252,1.0,True
CM,252,1.0,True
CMBS,252,1.0,True
CMC,252,1.0,True
CMCM,252,1.0,True
CMCO,252,1.0,True
CMCSA,252,1.0,True
CMDT,252,1.0,True
CMDY,252,1.0,True
CME,252,1.0,True
CMF,252,1.0,True
CMG,252,1.0,True
CMI,252,1.0,True
CMP,252,1.0,True
CMPS,252,1.0,True
CMPX,252,1.0,True
CMRC,252,1.0,True
CMS,252,1.0,True
CMT,252,1.0,True
CMTG,252,1.0,True
CMTL,252,1.0,True
CMTV,252,1.0,True
CNA,252,1.0,True
CNBS,252,1.0,True
CNC,252,1.0,True
CNDT,252,1.0,True
CNEQ,252,1.0,True
CNFREUR,0,0.0,False
CNI,252,1.0,True
CNK,252,1.0,True
CNL,252,1.0,True
CNM,252,1.0,True
CNMD,252,1.0,True
CNNE,252,1.0,True
CNO,252,1.0,True
CNOB,252,1.0,True
CNP,252,1.0,True
CNQ,252,1.0,True
CNR,252,1.0,True
CNRG,252,1.0,True
CNS,252,1.0,True
CNTA,0,0.0,False
CNTN,252,1.0,True
CNTX,252,1.0,True
CNTY,252,1.0,True
CNVS,252,1.0,True
CNX,252,1.0,True
CNXC,252,1.0,True
CNXN,252,1.0,True
CNXT,252,1.0,True
COAL,252,1.0,True
COCH,252,1.0,True
COCO,252,1.0,True
COCP,252,1.0,True
CODA,252,1.0,True
CODI,252,1.0,True
COE,252,1.0,True
COF,252,1.0,True
COFS,252,1.0,True
COGT,252,1.0,True
COHR,252,1.0,True
COHU,252,1.0,True
COHX,28,0.1111111111111111,False
COIN,252,1.0,True
COIW,252,1.0,True
COKE,252,1.0,True
COLB,252,1.0,True
COLD,252,1.0,True
COLL,252,1.0,True
COLM,252,1.0,True
COLO,252,1.0,True
COM,252,1.0,True
COMB,252,1.0,True
COMP,252,1.0,True
COMT,252,1.0,True
CON,252,1.0,True
CONI,252,1.0,True
CONY,252,1.0,True
COO,252,1.0,True
COOK,252,1.0,True
COP,252,1.0,True
COPJ,252,1.0,True
COPP,252,1.0,True
COPX,252,1.0,True
COPY,252,1.0,True
COR,252,1.0,True
CORB,96,0.38095238095238093,False
CORD,127,0.503968253968254,False
CORN,252,1.0,True
CORO,252,1.0,True
CORP,252,1.0,True
CORT,252,1.0,True
CORZ,252,1.0,True
CORZW,0,0.0,False
CORZZ,0,0.0,False
COSM,252,1.0,True
COSO,224,0.8888888888888888,False
COST,252,1.0,True
COSW,108,0.42857142857142855,False
COTY,252,1.0,True
COUR,252,1.0,True
COWG,252,1.0,True
COWZ,252,1.0,True
COYA,252,1.0,True
CP,252,1.0,True
CPAI,252,1.0,True
CPAY,252,1.0,True
CPB,252,1.0,True
CPBI,252,1.0,True
CPER,252,1.0,True
CPF,252,1.0,True
CPHC,252,1.0,True
CPHI,252,1.0,True
CPIX,252,1.0,True
CPK,252,1.0,True
CPLB,252,1.0,True
CPLS,252,1.0,True
CPNG,252,1.0,True
CPNQ,252,1.0,True
CPRJ,252,1.0,True
CPRT,252,1.0,True
CPRY,252,1.0,True
CPS,252,1.0,True
CPSF,252,1.0,True
CPSH,252,1.0,True
CPSS,252,1.0,True
CPST,252,1.0,True
CPT,252,1.0,True
CPTL,252,1.0,True
CPXR,252,1.0,True
CPZ,252,1.0,True
CQP,252,1.0,True
CQQQ,252,1.0,True
CR,252,1.0,True
CRAI,252,1.0,True
CRAK,252,1.0,True
CRBG,252,1.0,True
CRBN,252,1.0,True
CRBP,252,1.0,True
CRBU,252,1.0,True
CRC,252,1.0,True
CRCA,162,0.6428571428571429,False
CRCL,205,0.8134920634920635,False
CRCT,252,1.0,True
CRD/A,0,0.0,False
CRD/B,0,0.0,False
CRDF,252,1.0,True
CRDL,252,1.0,True
CRDU,135,0.5357142857142857,False
CRESY,252,1.0,True
CREX,252,1.0,True
CRF,252,1.0,True
CRGY,252,1.0,True
CRI,252,1.0,True
CRISEUR,0,0.0,False
CRK,252,1.0,True
CRL,252,1.0,True
CRM,252,1.0,True
CRMD,252,1.0,True
CRMT,252,1.0,True
CRMX,53,0.21031746031746032,False
CRNC,252,1.0,True
CRNX,252,1.0,True
CRON,252,1.0,True
CROX,252,1.0,True
CRPT,252,1.0,True
CRS,252,1.0,True
CRSH,252,1.0,True
CRSR,252,1.0,True
CRTOEUR,0,0.0,False
CRUS,252,1.0,True
CRUX,11,0.04365079365079365,False
CRVL,252,1.0,True
CRVO,252,1.0,True
CRVS,252,1.0,True
CRWD,252,1.0,True
CRWL,252,1.0,True
CRWS,252,1.0,True
CRWV,252,1.0,True
CSAN,252,1.0,True
CSB,252,1.0,True
CSBR,252,1.0,True
CSCO,252,1.0,True
CSD,252,1.0,True
CSGP,252,1.0,True
CSHI,252,1.0,True
CSIQ,252,1.0,True
CSL,252,1.0,True
CSM,252,1.0,True
CSMD,252,1.0,True
CSPF,252,1.0,True
CSPI,252,1.0,True
CSQ,252,1.0,True
CSR,252,1.0,True
CSRE,252,1.0,True
CSTK,225,0.8928571428571429,False
CSTL,252,1.0,True
CSV,252,1.0,True
CSW,252,1.0,True
CSWC,252,1.0,True
CSX,252,1.0,True
CTA,252,1.0,True
CTAP,75,0.2976190476190476,False
CTAS,252,1.0,True
CTBI,252,1.0,True
CTEC,252,1.0,True
CTEV,252,1.0,True
CTGO,252,1.0,True
CTKB,252,1.0,True
CTM,252,1.0,True
CTMX,252,1.0,True
CTNM,252,1.0,True
CTO,252,1.0,True
CTOS,252,1.0,True
CTRA,0,0.0,False
CTRE,252,1.0,True
CTRI,252,1.0,True
CTRN,252,1.0,True
CTS,252,1.0,True
CTSH,252,1.0,True
CTSO,252,1.0,True
CTVA,252,1.0,True
CUBE,252,1.0,True
CUBI,252,1.0,True
CUE1EUR,0,0.0,False
CULP,252,1.0,True
CURB,252,1.0,True
CURE,252,1.0,True
CURI,252,1.0,True
CURV,252,1.0,True
CUT,252,1.0,True
CUZ,252,1.0,True
CV,187,0.7420634920634921,False
CVBF,252,1.0,True
CVCO,252,1.0,True
CVE,252,1.0,True
CVEO,252,1.0,True
CVGI,252,1.0,True
CVI,252,1.0,True
CVIE,252,1.0,True
CVLC,252,1.0,True
CVLG,252,1.0,True
CVLT,252,1.0,True
CVM,252,1.0,True
CVMC,252,1.0,True
CVNA,252,1.0,True
CVNY,252,1.0,True
CVR,252,1.0,True
CVRX,252,1.0,True
CVS,252,1.0,True
CVSA,252,1.0,True
CVSB,252,1.0,True
CVU,252,1.0,True
CVV,252,1.0,True
CVX,252,1.0,True
CVY,252,1.0,True
CW,252,1.0,True
CWAN,0,0.0,False
CWB,252,1.0,True
CWBC,252,1.0,True
CWEN,252,1.0,True
CWH,252,1.0,True
CWI,252,1.0,True
CWS,252,1.0,True
CWST,252,1.0,True
CWT,252,1.0,True
CX,252,1.0,True
CXDO,252,1.0,True
CXM,252,1.0,True
CXSE,252,1.0,True
CXT,252,1.0,True
CXW,252,1.0,True
CYH,252,1.0,True
CYN,252,1.0,True
CYPH,252,1.0,True
CYRX,252,1.0,True
CYTK,252,1.0,True
CZA,252,1.0,True
CZFS,252,1.0,True
CZNC,252,1.0,True
CZR,252,1.0,True
CZWI,252,1.0,True
D,252,1.0,True
DAIO,252,1.0,True
DAKT,252,1.0,True
DAL,252,1.0,True
DALI,252,1.0,True
DAN,252,1.0,True
DANA,80,0.31746031746031744,False
DAO,252,1.0,True
DAPP,252,1.0,True
DAPR,252,1.0,True
DAR,252,1.0,True
DARE,252,1.0,True
DASH,252,1.0,True
DAUG,252,1.0,True
DAVA,252,1.0,True
DAVE,252,1.0,True
DAWNGBX,0,0.0,False
DBA,252,1.0,True
DBAW,252,1.0,True
DBB,252,1.0,True
DBC,252,1.0,True
DBD,252,1.0,True
DBE,252,1.0,True
DBEF,252,1.0,True
DBEM,252,1.0,True
DBEU,252,1.0,True
DBI,252,1.0,True
DBJP,252,1.0,True
DBL,252,1.0,True
DBMF,252,1.0,True
DBND,252,1.0,True
DBO,252,1.0,True
DBP,252,1.0,True
DBRG,252,1.0,True
DBVT,252,1.0,True
DBX,252,1.0,True
DC,252,1.0,True
DCBO,252,1.0,True
DCGO,252,1.0,True
DCH,252,1.0,True
DCI,252,1.0,True
DCO,252,1.0,True
DCOM,252,1.0,True
DCOR,252,1.0,True
DCTH,252,1.0,True
DDD,252,1.0,True
DDEC,252,1.0,True
DDFD,81,0.32142857142857145,False
DDFF,40,0.15873015873015872,False
DDFL,188,0.746031746031746,False
DDFO,124,0.49206349206349204,False
DDFS,145,0.5753968253968254,False
DDI,252,1.0,True
DDIV,252,1.0,True
DDL,252,1.0,True
DDOG,252,1.0,True
DDS,252,1.0,True
DDTF,40,0.15873015873015872,False
DDTJ,60,0.23809523809523808,False
DDTO,124,0.49206349206349204,False
DDWM,252,1.0,True
DE,252,1.0,True
DEA,252,1.0,True
DEC,252,1.0,True
DECK,252,1.0,True
DECM,252,1.0,True
DECP,252,1.0,True
DECT,252,1.0,True
DECW,252,1.0,True
DEED,252,1.0,True
DEEF,252,1.0,True
DEEP,252,1.0,True
DEFT,252,1.0,True
DEHP,252,1.0,True
DEI,252,1.0,True
DELL,252,1.0,True
DEM,252,1.0,True
DEO,252,1.0,True
DERM,252,1.0,True
DES,252,1.0,True
DEUS,252,1.0,True
DEW,252,1.0,True
DEXC,252,1.0,True
DFAC,252,1.0,True
DFAE,252,1.0,True
DFAI,252,1.0,True
DFAR,252,1.0,True
DFAS,252,1.0,True
DFAT,252,1.0,True
DFAU,252,1.0,True
DFAW,252,1.0,True
DFAX,252,1.0,True
DFCA,252,1.0,True
DFCF,252,1.0,True
DFDV,252,1.0,True
DFDVW,98,0.3888888888888889,False
DFE,252,1.0,True
DFEB,252,1.0,True
DFEM,252,1.0,True
DFEV,252,1.0,True
DFGP,252,1.0,True
DFGR,252,1.0,True
DFGX,252,1.0,True
DFH,252,1.0,True
DFIC,252,1.0,True
DFIN,252,1.0,True
DFIP,252,1.0,True
DFIS,252,1.0,True
DFIV,252,1.0,True
DFJ,252,1.0,True
DFLV,252,1.0,True
DFNL,252,1.0,True
DFNM,252,1.0,True
DFP,252,1.0,True
DFSB,252,1.0,True
DFSD,252,1.0,True
DFSE,252,1.0,True
DFSI,252,1.0,True
DFSU,252,1.0,True
DFSV,252,1.0,True
DFTX,252,1.0,True
DFUS,252,1.0,True
DFUV,252,1.0,True
DFVX,252,1.0,True
DG,252,1.0,True
DGCB,252,1.0,True
DGICA,252,1.0,True
DGII,252,1.0,True
DGIN,252,1.0,True
DGRE,252,1.0,True
DGRO,252,1.0,True
DGRS,252,1.0,True
DGRW,252,1.0,True
DGS,252,1.0,True
DGT,252,1.0,True
DGX,252,1.0,True
DGXX,252,1.0,True
DH,252,1.0,True
DHC,252,1.0,True
DHF,252,1.0,True
DHI,252,1.0,True
DHR,252,1.0,True
DHS,252,1.0,True
DHX,252,1.0,True
DHY,252,1.0,True
DIA,252,1.0,True
DIAL,252,1.0,True
DIBS,252,1.0,True
DIEM,252,1.0,True
DIG,252,1.0,True
DIHP,252,1.0,True
DIN,252,1.0,True
DINO,252,1.0,True
DINT,252,1.0,True
DIOD,252,1.0,True
DIPS,252,1.0,True
DIS,252,1.0,True
DISV,252,1.0,True
DIT,252,1.0,True
DIV,252,1.0,True
DIVB,252,1.0,True
DIVI,252,1.0,True
DIVO,252,1.0,True
DIVZ,252,1.0,True
DJAN,252,1.0,True
DJCO,252,1.0,True
DJD,252,1.0,True
DJIA,252,1.0,True
DJP,252,1.0,True
DJT,252,1.0,True
DJTWW,0,0.0,False
DJUL,252,1.0,True
DJUN,252,1.0,True
DK,252,1.0,True
DKL,252,1.0,True
DKNG,252,1.0,True
DKS,252,1.0,True
DLAG,131,0.5198412698412699,False
DLB,252,1.0,True
DLHC,252,1.0,True
DLLL,252,1.0,True
DLN,252,1.0,True
DLPN,252,1.0,True
DLR,252,1.0,True
DLS,252,1.0,True
DLTH,252,1.0,True
DLTR,252,1.0,True
DLX,252,1.0,True
DLY,252,1.0,True
DMAC,252,1.0,True
DMAR,252,1.0,True
DMAX,252,1.0,True
DMAY,252,1.0,True
DMB,252,1.0,True
DMBS,252,1.0,True
DMLP,252,1.0,True
DMO,252,1.0,True
DMXF,252,1.0,True
DNA,252,1.0,True
DNL,252,1.0,True
DNLI,252,1.0,True
DNN,252,1.0,True
DNOV,252,1.0,True
DNOW,252,1.0,True
DNP,252,1.0,True
DNTH,252,1.0,True
DNUT,252,1.0,True
DOC,252,1.0,True
DOCN,252,1.0,True
DOCS,252,1.0,True
DOCT,252,1.0,True
DOCU,252,1.0,True
DOG,252,1.0,True
DOGD,0,0.0,False
DOJE,133,0.5277777777777778,False
DOL,252,1.0,True
DOMH,252,1.0,True
DOMO,252,1.0,True
DON,252,1.0,True
DOO,252,1.0,True
DORM,252,1.0,True
DOUG,252,1.0,True
DOV,252,1.0,True
DOW,252,1.0,True
DOYU,252,1.0,True
DPG,252,1.0,True
DPRO,252,1.0,True
DPST,252,1.0,True
DPZ,252,1.0,True
DQ,252,1.0,True
DRD,252,1.0,True
DRH,252,1.0,True
DRI,252,1.0,True
DRIPUSD,0,0.0,False
DRIV,252,1.0,True
DRLL,252,1.0,True
DRNZ,104,0.4126984126984127,False
DRS,252,1.0,True
DRSK,252,1.0,True
DRUG,252,1.0,True
DRVN,252,1.0,True
DSEP,252,1.0,True
DSGN,252,1.0,True
DSGR,252,1.0,True
DSGX,252,1.0,True
DSI,252,1.0,True
DSL,252,1.0,True
DSM,252,1.0,True
DSMC,252,1.0,True
DSP,252,1.0,True
DSS,252,1.0,True
DSTL,252,1.0,True
DSTX,252,1.0,True
DSU,252,1.0,True
DT,252,1.0,True
DTCR,252,1.0,True
DTCX,252,1.0,True
DTD,252,1.0,True
DTE,252,1.0,True
DTEC,252,1.0,True
DTH,252,1.0,True
DTI,252,1.0,True
DTIL,252,1.0,True
DTM,252,1.0,True
DTRE,252,1.0,True
DUHP,252,1.0,True
DUK,252,1.0,True
DUKZ,252,1.0,True
DUNK,135,0.5357142857142857,False
DUOL,252,1.0,True
DUOT,252,1.0,True
DURA,252,1.0,True
DUSA,252,1.0,True
DUSB,252,1.0,True
DUSL,252,1.0,True
DUST,252,1.0,True
DV,252,1.0,True
DVA,252,1.0,True
DVAL,252,1.0,True
DVLT,252,1.0,True
DVLU,252,1.0,True
DVN,252,1.0,True
DVOL,252,1.0,True
DVY,252,1.0,True
DVYA,252,1.0,True
DVYE,252,1.0,True
DWAS,252,1.0,True
DWAW,252,1.0,True
DWDPEUR,0,0.0,False
DWLD,252,1.0,True
DWM,252,1.0,True
DWSH,252,1.0,True
DWSN,252,1.0,True
DWUS,252,1.0,True
DWX,252,1.0,True
DX,252,1.0,True
DXC,252,1.0,True
DXCM,252,1.0,True
DXJ,252,1.0,True
DXLG,252,1.0,True
DXPE,252,1.0,True
DXR,252,1.0,True
DXUV,252,1.0,True
DXYZ,252,1.0,True
DY,252,1.0,True
DYAI,252,1.0,True
DYN,252,1.0,True
DYNF,252,1.0,True
E,252,1.0,True
EA*,0,0.0,False
EAF,252,1.0,True
EAGG,252,1.0,True
EAGL,252,1.0,True
EALT,252,1.0,True
EAPR,252,1.0,True
EART,252,1.0,True
EASG,252,1.0,True
EAT,252,1.0,True
EBAY,252,1.0,True
EBC,252,1.0,True
EBF,252,1.0,True
EBIZ,252,1.0,True
EBMT,252,1.0,True
EBND,252,1.0,True
EBS,252,1.0,True
EBUF,252,1.0,True
EC,252,1.0,True
ECAT,252,1.0,True
ECBK,252,1.0,True
ECC,252,1.0,True
ECF,252,1.0,True
ECG,252,1.0,True
ECH,252,1.0,True
ECHO,252,1.0,True
ECHX,71,0.28174603174603174,False
ECL,252,1.0,True
ECML,252,1.0,True
ECNS,252,1.0,True
ECOR,252,1.0,True
ECOW,252,1.0,True
ECPG,252,1.0,True
ECVT,252,1.0,True
ED,252,1.0,True
EDC,252,1.0,True
EDD,252,1.0,True
EDEN,252,1.0,True
EDF,252,1.0,True
EDIT,252,1.0,True
EDIV,252,1.0,True
EDN,252,1.0,True
EDOW,252,1.0,True
EDU,252,1.0,True
EDUC,252,1.0,True
EDV,252,1.0,True
EE,252,1.0,True
EEFT,252,1.0,True
EELV,252,1.0,True
EEM,252,1.0,True
EEMA,252,1.0,True
EEMS,252,1.0,True
EEMV,252,1.0,True
EEMX,252,1.0,True
EES,252,1.0,True
EET,252,1.0,True
EETH,252,1.0,True
EFA,252,1.0,True
EFAA,252,1.0,True
EFAD,252,1.0,True
EFAV,252,1.0,True
EFAX,252,1.0,True
EFC,252,1.0,True
EFG,252,1.0,True
EFIV,252,1.0,True
EFO,252,1.0,True
EFOI,252,1.0,True
EFOR,252,1.0,True
EFSC,252,1.0,True
EFSI,252,1.0,True
EFT,252,1.0,True
EFV,252,1.0,True
EFX,252,1.0,True
EFXT,252,1.0,True
EGAN,252,1.0,True
EGBN,252,1.0,True
EGHT,252,1.0,True
EGO,252,1.0,True
EGP,252,1.0,True
EGUS,252,1.0,True
EGY,252,1.0,True
EH,252,1.0,True
EHC,252,1.0,True
EHI,252,1.0,True
EHTH,252,1.0,True
EIC,252,1.0,True
EIDO,252,1.0,True
EIG,252,1.0,True
EIKN,37,0.14682539682539683,False
EIM,252,1.0,True
EINC,252,1.0,True
EIPI,252,1.0,True
EIPX,252,1.0,True
EIS,252,1.0,True
EIX,252,1.0,True
EJAN,252,1.0,True
EJUL,252,1.0,True
EL,252,1.0,True
ELA,252,1.0,True
ELAN,252,1.0,True
ELCV,252,1.0,True
ELD,252,1.0,True
ELDN,252,1.0,True
ELE,252,1.0,True
ELF,252,1.0,True
ELFY,243,0.9642857142857143,True
ELMD,252,1.0,True
ELME,252,1.0,True
ELPC,252,1.0,True
ELS,252,1.0,True
ELTX,252,1.0,True
ELUT,252,1.0,True
ELV,252,1.0,True
ELVA,252,1.0,True
ELVN,252,1.0,True
ELVR,145,0.5753968253968254,False
ELWT,99,0.39285714285714285,False
EM7,0,0.0,False
EMA,252,1.0,True
EMB,252,1.0,True
EMBC,252,1.0,True
EMBD,252,1.0,True
EMBJ,252,1.0,True
EMBX,252,1.0,True
EMC,252,1.0,True
EMCB,252,1.0,True
EMDV,252,1.0,True
EME,252,1.0,True
EMEQ,252,1.0,True
EMF,252,1.0,True
EMGF,252,1.0,True
EMHC,252,1.0,True
EMHY,252,1.0,True
EMKT,106,0.42063492063492064,False
EML,252,1.0,True
EMLC,252,1.0,True
EMLP,252,1.0,True
EMM,252,1.0,True
EMMF,252,1.0,True
EMN,252,1.0,True
EMNT,252,1.0,True
EMO,252,1.0,True
EMOP,196,0.7777777777777778,False
EMPB,252,1.0,True
EMPD,252,1.0,True
EMQQ,252,1.0,True
EMR,252,1.0,True
EMXC,252,1.0,True
ENB,252,1.0,True
ENFR,252,1.0,True
ENIC,252,1.0,True
ENOV,252,1.0,True
ENPH,252,1.0,True
ENR,252,1.0,True
ENS,252,1.0,True
ENSG,252,1.0,True
ENTA,252,1.0,True
ENTG,252,1.0,True
ENVA,252,1.0,True
ENVX,252,1.0,True
ENZL,252,1.0,True
EOCT,252,1.0,True
EOD,252,1.0,True
EOG,252,1.0,True
EOI,252,1.0,True
EOLS,252,1.0,True
EONR,252,1.0,True
EOS,252,1.0,True
EOSE,252,1.0,True
EOT,252,1.0,True
EPAC,252,1.0,True
EPAM,252,1.0,True
EPC,252,1.0,True
EPD,252,1.0,True
EPI,252,1.0,True
EPM,252,1.0,True
EPOL,252,1.0,True
EPP,252,1.0,True
EPR,252,1.0,True
EPRF,252,1.0,True
EPRT,252,1.0,True
EPRX,252,1.0,True
EPS,252,1.0,True
EPSN,252,1.0,True
EPU,252,1.0,True
EPV,252,1.0,True
EQ,252,1.0,True
EQAL,252,1.0,True
EQBK,252,1.0,True
EQH,252,1.0,True
EQIN,252,1.0,True
EQIX,252,1.0,True
EQL,252,1.0,True
EQNR,252,1.0,True
EQPT,46,0.18253968253968253,False
EQRR,252,1.0,True
EQT,252,1.0,True
EQWL,252,1.0,True
EQX,252,1.0,True
ERAS,252,1.0,True
ERC,252,1.0,True
ERH,252,1.0,True
ERIC,252,1.0,True
ERIE,252,1.0,True
ERII,252,1.0,True
ERO,252,1.0,True
ERTH,252,1.0,True
ERX,252,1.0,True
ES,252,1.0,True
ESAB,252,1.0,True
ESBA,252,1.0,True
ESCA,252,1.0,True
ESE,252,1.0,True
ESG,252,1.0,True
ESGD,252,1.0,True
ESGE,252,1.0,True
ESGG,252,1.0,True
ESGU,252,1.0,True
ESGV,252,1.0,True
ESI,252,1.0,True
ESIXUSD,0,0.0,False
ESLA,252,1.0,True
ESML,252,1.0,True
ESMV,252,1.0,True
ESN,252,1.0,True
ESOA,252,1.0,True
ESP,252,1.0,True
ESPO,252,1.0,True
ESQ,252,1.0,True
ESRT,252,1.0,True
ESS,252,1.0,True
ET,252,1.0,True
ETB,252,1.0,True
ETD,252,1.0,True
ETG,252,1.0,True
ETH,252,1.0,True
ETHA,252,1.0,True
ETHD,252,1.0,True
ETHE,252,1.0,True
ETHO,252,1.0,True
ETHT,252,1.0,True
ETHU,252,1.0,True
ETHW,252,1.0,True
ETJ,252,1.0,True
ETO,252,1.0,True
ETON,252,1.0,True
ETR,252,1.0,True
ETSY,252,1.0,True
ETU,252,1.0,True
ETV,252,1.0,True
ETW,252,1.0,True
ETX,252,1.0,True
EU,252,1.0,True
EUAD,252,1.0,True
EUDV,252,1.0,True
EUFN,252,1.0,True
EUHY,252,1.0,True
EUSA,252,1.0,True
EUSB,252,1.0,True
EVAX,252,1.0,True
EVC,252,1.0,True
EVCM,252,1.0,True
EVER,252,1.0,True
EVEX,252,1.0,True
EVF,252,1.0,True
EVGO,252,1.0,True
EVH,252,1.0,True
EVI,252,1.0,True
EVIM,252,1.0,True
EVLN,252,1.0,True
EVLV,252,1.0,True
EVMN,98,0.3888888888888889,False
EVMO,165,0.6547619047619048,False
EVN,252,1.0,True
EVO,252,1.0,True
EVR,252,1.0,True
EVRG,252,1.0,True
EVSD,252,1.0,True
EVSM,252,1.0,True
EVTC,252,1.0,True
EVTR,252,1.0,True
EVUS,252,1.0,True
EVX,252,1.0,True
EW,252,1.0,True
EWA,252,1.0,True
EWBC,252,1.0,True
EWC,252,1.0,True
EWCZ,0,0.0,False
EWD,252,1.0,True
EWG,252,1.0,True
EWH,252,1.0,True
EWI,252,1.0,True
EWJ,252,1.0,True
EWJV,252,1.0,True
EWL,252,1.0,True
EWM,252,1.0,True
EWN,252,1.0,True
EWO,252,1.0,True
EWP,252,1.0,True
EWQ,252,1.0,True
EWS,252,1.0,True
EWT,252,1.0,True
EWTX,252,1.0,True
EWU,252,1.0,True
EWV,252,1.0,True
EWW,252,1.0,True
EWX,252,1.0,True
EWY,252,1.0,True
EWZ,252,1.0,True
EWZS,252,1.0,True
EXC,252,1.0,True
EXE,252,1.0,True
EXEL,252,1.0,True
EXFY,252,1.0,True
EXI,252,1.0,True
EXK,252,1.0,True
EXLS,252,1.0,True
EXMOC,0,0.0,False
EXP,252,1.0,True
EXPD,252,1.0,True
EXPE,252,1.0,True
EXPO,252,1.0,True
EXR,252,1.0,True
EXTR,252,1.0,True
EYE,252,1.0,True
EYEG,252,1.0,True
EYLD,252,1.0,True
EYPT,252,1.0,True
EZA,252,1.0,True
EZBC,252,1.0,True
EZET,252,1.0,True
EZM,252,1.0,True
EZPW,252,1.0,True
EZPZ,252,1.0,True
EZU,252,1.0,True
F,252,1.0,True
FA,252,1.0,True
FAAR,252,1.0,True
FAB,252,1.0,True
FAD,252,1.0,True
FAF,252,1.0,True
FALN,252,1.0,True
FAN,252,1.0,True
FANG,252,1.0,True
FAPR,252,1.0,True
FAS,252,1.0,True
FAST,252,1.0,True
FATE,252,1.0,True
FAUG,252,1.0,True
FAX,252,1.0,True
FAZ,252,1.0,True
FB1,0,0.0,False
FBALX,252,1.0,True
